No,Code,Company Name,Listing Date,Shares,Listing Board
699,PSKT,Red Planet Indonesia Tbk.,19 Sep 1995,"10,351,231,636",Watchlist
700,PSSI,IMC Pelita Logistik Tbk.,05 Dec 2017,"5,417,063,153",Main
701,PTBA,Bukit Asam Tbk.,23 Dec 2002,"11,520,659,250",Main
702,PTDU,Djasa Ubersakti Tbk.,08 Dec 2020,"1,500,000,000",Watchlist
703,PTIS,Indo Straits Tbk.,12 Jul 2011,"550,165,300",Development
704,PTMP,Mitra Pack Tbk.,06 Mar 2023,"3,169,200,000",Development
705,PTPP,PP (Persero) Tbk.,09 Feb 2010,"6,199,897,354",Main
706,PTPS,Pulau Subur Tbk.,09 Oct 2023,"2,167,509,786",Development
707,PTPW,Pratama Widya Tbk.,07 Feb 2020,"878,187,500",Development
708,PTRO,Petrosea Tbk.,21 May 1990,"1,008,605,000",Main
709,PTSN,Sat Nusapersada Tbk,08 Nov 2007,"5,314,344,000",Development
710,PTSP,Pioneerindo Gourmet Internatio,30 May 1994,"220,808,000",Development
711,PUDP,Pudjiadi Prestige Tbk.,18 Nov 1994,"659,120,000",Watchlist
712,PURA,Putra Rajawali Kencana Tbk.,29 Jan 2020,"6,301,930,902",Watchlist
713,PURE,Trinitan Metals and Minerals T,09 Oct 2019,"1,375,181,505",Watchlist
714,PURI,Puri Global Sukses Tbk.,08 Sep 2020,"1,000,000,000",Development
715,PWON,Pakuwon Jati Tbk.,09 Oct 1989,"48,159,602,400",Main
716,PYFA,Pyridam Farma Tbk,16 Oct 2001,"11,236,680,000",Development
717,PZZA,Sarimelati Kencana Tbk.,23 May 2018,"3,021,875,000",Development
718,RAAM,Tripar Multivision Plus Tbk.,08 May 2023,"6,194,200,000",Main
719,RAFI,Sari Kreasi Boga Tbk.,05 Agt 2022,"3,128,140,475",Watchlist
720,RAJA,Rukun Raharja Tbk.,19 Apr 2006,"4,227,082,500",Main
721,RALS,Ramayana Lestari Sentosa Tbk.,24 Jul 1996,"7,096,000,000",Main
722,RANC,Supra Boga Lestari Tbk.,07 Jun 2012,"1,564,487,500",Development
723,RBMS,Ristia Bintang Mahkotasejati T,19 Dec 1997,"2,656,212,826",Watchlist
724,RCCC,Utama Radar Cahaya Tbk.,02 Agt 2022,"787,500,000",Acceleration
725,RDTX,Roda Vivatex Tbk,14 May 1990,"268,800,000",Development
726,REAL,Repower Asia Indonesia Tbk.,06 Dec 2019,"6,633,610,151",Watchlist
727,RELF,Graha Mitra Asia Tbk.,22 Jun 2023,"5,727,832,195",Acceleration
728,RELI,Reliance Sekuritas Indonesia T,13 Jul 2005,"1,800,000,000",Development
729,RGAS,Kian Santang Muliatama Tbk.,08 Nov 2023,"1,459,214,274",Development
730,RICY,Ricky Putra Globalindo Tbk,22 Jan 1998,"641,717,510",Development
731,RIGS,Rig Tenders Indonesia Tbk.,05 Mar 1990,"609,130,000",Development
732,RIMO,Rimo International Lestari Tbk,10 Nov 2000,"45,080,600,000",Watchlist
733,RISE,Jaya Sukses Makmur Sentosa Tbk,09 Jul 2018,"10,945,000,000",Development
734,RMKE,RMK Energy Tbk.,07 Dec 2021,"4,375,000,000",Main
735,RMKO,Royaltama Mulia Kontraktorindo,31 Jul 2023,"1,250,000,000",Development
736,ROCK,Rockfields Properti Indonesia ,10 Sep 2020,"1,435,185,100",Watchlist
737,RODA,Pikko Land Development Tbk.,22 Oct 2001,"13,592,128,209",Watchlist
738,RONY,Aesler Grup Internasional Tbk.,09 Apr 2020,"1,250,000,000",Development
739,ROTI,Nippon Indosari Corpindo Tbk.,28 Jun 2010,"6,186,488,888",Development
740,RSCH,Charlie Hospital Semarang Tbk.,28 Agt 2023,"2,650,000,000",Development
741,RSGK,Kedoya Adyaraya Tbk.,08 Sep 2021,"929,675,000",Main
742,RUIS,Radiant Utama Interinsco Tbk.,12 Jul 2006,"770,000,000",Development
743,RUNS,Global Sukses Solusi Tbk.,08 Sep 2021,"983,557,875",Acceleration
744,SAFE,Steady Safe Tbk,15 Agt 1994,"615,145,012",Watchlist
745,SAGE,Saptausaha Gemilangindah Tbk.,08 Mar 2023,"8,033,266,286",Watchlist
746,SAME,Sarana Meditama Metropolitan T,11 Jan 2013,"17,147,132,545",Main
747,SAMF,Saraswanti Anugerah Makmur Tbk,31 Mar 2020,"5,125,000,000",Main
748,SAPX,Satria Antaran Prima Tbk.,03 Oct 2018,"833,333,300",Development
749,SATU,Kota Satu Properti Tbk.,05 Nov 2018,"1,375,000,000",Development
750,SBAT,Sejahtera Bintang Abadi Textil,08 Apr 2020,"4,752,982,378",Watchlist
751,SBMA,Surya Biru Murni Acetylene Tbk,08 Sep 2021,"929,926,282",Development
752,SCCO,Supreme Cable Manufacturing & ,20 Jul 1982,"822,333,600",Development
753,SCMA,Surya Citra Media Tbk.,16 Jul 2002,"73,970,569,505",Main
754,SCNP,Selaras Citra Nusantara Perkas,07 Sep 2020,"2,500,000,000",Development
755,SCPI,Organon Pharma Indonesia Tbk.,08 Jun 1990,"3,600,000",Development
756,SDMU,Sidomulyo Selaras Tbk.,12 Jul 2011,"1,135,225,000",Watchlist
757,SDPC,Millennium Pharmacon Internati,07 May 1990,"1,274,000,000",Development
758,SDRA,Bank Woori Saudara Indonesia 1,15 Dec 2006,"14,545,267,990",Main
759,SEMA,Semacom Integrated Tbk.,10 Jan 2022,"1,347,258,842",Development
760,SFAN,Surya Fajar Capital Tbk.,19 Jun 2019,"1,359,934,021",Development
761,SGER,Sumber Global Energy Tbk.,10 Agt 2020,"15,586,909,438",Development
762,SGRO,Sampoerna Agro Tbk.,18 Jun 2007,"1,818,622,000",Main
763,SHID,Hotel Sahid Jaya International,08 May 1990,"1,119,326,168",Development
764,SHIP,Sillo Maritime Perdana Tbk.,16 Jun 2016,"2,719,790,000",Main
765,SICO,Sigma Energy Compressindo Tbk.,08 Apr 2022,"910,049,662",Development
766,SIDO,Industri Jamu dan Farmasi Sido,18 Dec 2013,"30,000,000,000",Main
767,SILO,Siloam International Hospitals,12 Sep 2013,"13,006,125,000",Main
768,SIMA,Siwani Makmur Tbk,03 Jun 1994,"442,589,871",Watchlist
769,SIMP,Salim Ivomas Pratama Tbk.,09 Jun 2011,"15,816,310,000",Main
770,SINI,Singaraja Putra Tbk.,08 Nov 2019,"481,000,000",Watchlist
771,SIPD,Sreeya Sewu Indonesia Tbk.,27 Dec 1996,"1,839,102,056",Development
772,SKBM,Sekar Bumi Tbk.,28 Sep 2012,"1,730,103,217",Watchlist
773,SKLT,Sekar Laut Tbk.,08 Sep 1993,"6,907,405,000",Development
774,SKRN,Superkrane Mitra Utama Tbk.,11 Oct 2018,"7,500,000,000",Development
775,SKYB,Northcliff Citranusa Indonesia,07 Jul 2010,"585,000,000",Watchlist
776,SLIS,Gaya Abadi Sempurna Tbk.,07 Oct 2019,"2,463,335,777",Development
777,SMAR,Smart Tbk.,20 Nov 1992,"2,872,193,366",Development
778,SMBR,Semen Baturaja Tbk.,28 Jun 2013,"9,932,534,336",Main
779,SMCB,Solusi Bangun Indonesia Tbk.,10 Agt 1977,"9,019,381,973",Watchlist
780,SMDM,Suryamas Dutamakmur Tbk.,12 Oct 1995,"4,772,138,237",Development
781,SMDR,Samudera Indonesia  Tbk.,05 Jul 1999,"16,375,600,000",Main
782,SMGA,Sumber Mineral Global Abadi Tb,30 Jan 2024,"8,750,000,000",Development
783,SMGR,Semen Indonesia (Persero) Tbk.,08 Jul 1991,"6,751,540,089",Main
784,SMIL,Sarana Mitra Luas Tbk.,12 May 2023,"8,750,101,108",Main
785,SMKL,Satyamitra Kemas Lestari Tbk.,11 Jul 2019,"3,418,085,290",Development
786,SMKM,Sumber Mas Konstruksi Tbk.,09 Mar 2022,"1,253,000,000",Acceleration
787,SMLE,Sinergi Multi Lestarindo Tbk.,10 Jan 2024,"2,328,125,000",Development
788,SMMA,Sinarmas Multiartha Tbk.,05 Jul 1995,"6,367,664,717",Main
789,SMMT,Golden Eagle Energy Tbk.,01 Dec 1997,"3,150,000,000",Development
790,SMRA,Summarecon Agung Tbk.,07 May 1990,"16,508,568,358",Main
791,SMRU,SMR Utama Tbk.,10 Oct 2011,"12,499,385,782",Watchlist
792,SMSM,Selamat Sempurna Tbk.,09 Sep 1996,"5,758,675,440",Main
793,SNLK,Sunter Lakeside Hotel Tbk.,29 Mar 2021,"450,000,000",Development
794,SOCI,Soechi Lines Tbk.,03 Dec 2014,"7,059,000,000",Main
795,SOFA,Boston Furniture Industries Tb,07 Jul 2020,"1,653,574,499",Acceleration
796,SOHO,Soho Global Health Tbk.,08 Sep 2020,"12,691,682,390",Development
797,SOLA,Xolare RCR Energy Tbk.,08 May 2024,"3,281,250,000",Development
798,SONA,Sona Topas Tourism Industry Tb,21 Jul 1992,"662,400,000",Development
799,SOSS,Shield On Service Tbk.,06 Nov 2018,"799,414,231",Development
800,SOTS,Satria Mega Kencana Tbk.,10 Dec 2018,"1,000,003,979",Development
801,SOUL,Mitra Tirta Buwana Tbk.,06 Jan 2023,"1,082,526,223",Acceleration
802,SPMA,Suparma Tbk.,16 Nov 1994,"3,154,092,216",Development
803,SPRE,Soraya Berjaya Indonesia Tbk.,03 Jul 2024,"800,000,000",Acceleration
804,SPTO,Surya Pertiwi Tbk.,14 May 2018,"2,700,000,000",Main
805,SQMI,Wilton Makmur Indonesia Tbk.,15 Jul 2004,"15,537,591,429",Development
806,SRAJ,Sejahteraraya Anugrahjaya Tbk.,11 Apr 2011,"12,000,705,445",Main
807,SRIL,Sri Rejeki Isman Tbk.,17 Jun 2013,"20,452,176,844",Watchlist
808,SRSN,Indo Acidatama Tbk,11 Jan 1993,"6,020,000,000",Development
809,SRTG,Saratoga Investama Sedaya Tbk.,26 Jun 2013,"13,564,835,000",Main
810,SSIA,Surya Semesta Internusa Tbk.,27 Mar 1997,"4,705,249,440",Main
811,SSMS,Sawit Sumbermas Sarana Tbk.,12 Dec 2013,"9,525,000,000",Main
812,SSTM,Sunson Textile Manufacture Tbk,20 Agt 1997,"1,170,909,181",Watchlist
813,STAA,Sumber Tani Agung Resources Tb,10 Mar 2022,"10,903,372,600",Main
814,STAR,Buana Artha Anugerah Tbk.,13 Jul 2011,"4,800,000,602",Development
815,STRK,Lovina Beach Brewery Tbk.,10 Oct 2023,"10,721,725,316",Development
816,STTP,Siantar Top Tbk.,16 Dec 1996,"1,310,000,000",Development
817,SUGI,Sugih Energy Tbk.,19 Jun 2002,"24,811,541,414",Watchlist
818,SULI,SLJ Global Tbk.,21 Mar 1994,"5,730,581,103",Development
819,SUNI,Sunindo Pratama Tbk.,09 Jan 2023,"2,500,000,000",Main
820,SUPR,Solusi Tunas Pratama Tbk.,11 Oct 2011,"1,137,579,698",Watchlist
821,SURE,Super Energy Tbk.,05 Oct 2018,"1,497,576,771",Development
822,SURI,Maja Agung Latexindo Tbk.,07 Dec 2023,"6,334,375,000",Development
823,SWAT,Sriwahana Adityakarta Tbk.,08 Jun 2018,"3,019,200,000",Watchlist
824,SWID,Saraswanti Indoland Developmen,07 Jul 2022,"5,385,019,201",Development
825,TALF,Tunas Alfin Tbk.,17 Jan 2014,"1,353,435,000",Development
826,TAMA,Lancartama Sejati Tbk.,10 Feb 2020,"1,200,000,696",Watchlist
827,TAMU,Pelayaran Tamarin Samudra Tbk.,10 May 2017,"37,500,000,000",Watchlist
828,TAPG,Triputra Agro Persada Tbk.,12 Apr 2021,"19,852,540,000",Main
829,TARA,Agung Semesta Sejahtera Tbk.,11 Jul 2014,"10,069,645,750",Watchlist
830,TAXI,Express Transindo Utama Tbk.,02 Nov 2012,"10,223,647,156",Watchlist
831,TAYS,Jaya Swarasa Agung Tbk.,06 Dec 2021,"1,098,920,000",Development
832,TBIG,Tower Bersama Infrastructure T,26 Oct 2010,"22,656,999,445",Main
833,TBLA,Tunas Baru Lampung Tbk.,14 Feb 2000,"6,025,373,372",Main
834,TBMS,Tembaga Mulia Semanan Tbk.,23 May 1990,"734,680,000",Development
835,TCID,Mandom Indonesia Tbk.,30 Sep 1993,"402,133,334",Development
836,TCPI,Transcoal Pacific Tbk.,06 Jul 2018,"5,000,000,000",Development
837,TDPM,Tianrong Chemicals Industry Tb,09 Apr 2018,"10,485,050,500",Watchlist
838,TEBE,Dana Brata Luhur Tbk.,18 Nov 2019,"1,285,000,000",Main
839,TECH,Indosterling Technomedia Tbk.,04 Jun 2020,"1,256,300,000",Watchlist
840,TELE,Omni Inovasi Indonesia Tbk.,12 Jan 2012,"7,310,929,389",Watchlist
841,TFAS,Telefast Indonesia Tbk.,17 Sep 2019,"1,666,666,500",Development
842,TFCO,Tifico Fiber Indonesia Tbk.,26 Feb 1980,"4,823,076,400",Watchlist
843,TGKA,Tigaraksa Satria Tbk.,11 Jun 1990,"918,492,750",Development
844,TGRA,Terregra Asia Energy Tbk.,16 May 2017,"2,750,000,000",Watchlist
845,TGUK,Platinum Wahab Nusantara Tbk.,10 Jul 2023,"3,571,451,260",Development
846,TIFA,KDB Tifa Finance Tbk.,08 Jul 2011,"3,552,213,000",Watchlist
847,TINS,Timah Tbk.,19 Oct 1995,"7,447,753,454",Main
848,TIRA,Tira Austenite Tbk,27 Jul 1993,"588,000,000",Development
849,TIRT,Tirta Mahakam Resources Tbk,13 Dec 1999,"1,011,774,750",Watchlist
850,TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,03 Apr 1990,"3,113,223,570",Main
851,TLDN,Teladan Prima Agro Tbk.,12 Apr 2022,"12,946,530,200",Development
852,TLKM,Telkom Indonesia (Persero) Tbk,14 Nov 1995,"99,062,216,600",Main
853,TMAS,Temas Tbk.,09 Jul 2003,"57,051,500,000",Main
854,TMPO,Tempo Intimedia Tbk.,08 Jan 2001,"1,058,333,250",Development
855,TNCA,Trimuda Nuansa Citra Tbk.,28 Jun 2018,"421,640,000",Development
856,TOBA,TBS Energi Utama Tbk.,06 Jul 2012,"8,167,826,970",Main
857,TOOL,Rohartindo Nusantara Luas Tbk.,09 Agt 2022,"2,050,016,722",Development
858,TOPS,Totalindo Eka Persada Tbk.,16 Jun 2017,"33,330,000,000",Watchlist
859,TOSK,Topindo Solusi Komunika Tbk.,07 Feb 2024,"4,375,000,000",Development
860,TOTL,Total Bangun Persada Tbk.,25 Jul 2006,"3,410,000,000",Main
861,TOTO,Surya Toto Indonesia Tbk.,30 Oct 1990,"10,320,000,000",Development
862,TOWR,Sarana Menara Nusantara Tbk.,08 Mar 2010,"51,014,625,000",Main
863,TOYS,Sunindo Adipersada Tbk.,06 Agt 2020,"1,435,000,712",Watchlist
864,TPIA,Chandra Asri Pacific Tbk.,26 May 2008,"86,511,545,092",Development
865,TPMA,Trans Power Marine Tbk.,20 Feb 2013,"2,791,321,895",Main
866,TRAM,Trada Alam Minera Tbk.,10 Sep 2008,"49,643,627,934",Watchlist
867,TRGU,Cerestar Indonesia Tbk.,08 Jul 2022,"7,945,412,700",Main
868,TRIL,Triwira Insanlestari Tbk.,28 Jan 2008,"1,200,000,000",Watchlist
869,TRIM,Trimegah Sekuritas Indonesia T,31 Jan 2000,"7,109,300,000",Main
870,TRIN,Perintis Triniti Properti Tbk.,15 Jan 2020,"4,551,457,323",Development
871,TRIO,Trikomsel Oke Tbk.,14 Apr 2009,"26,007,494,645",Watchlist
872,TRIS,Trisula International Tbk.,28 Jun 2012,"3,141,443,831",Development
873,TRJA,Transkon Jaya Tbk.,27 Agt 2020,"1,510,200,000",Development
874,TRON,Teknologi Karya Digital Nusa T,08 Mar 2023,"2,951,290,572",Development
875,TRST,Trias Sentosa Tbk.,02 Jul 1990,"2,808,000,000",Development
876,TRUE,Triniti Dinamik Tbk.,10 Jun 2021,"7,571,107,860",Watchlist
877,TRUK,Guna Timur Raya Tbk.,23 May 2018,"435,000,000",Development
878,TRUS,Trust Finance Indonesia Tbk,28 Nov 2002,"800,000,000",Development
879,TSPC,Tempo Scan Pacific Tbk.,17 Jun 1994,"4,509,864,300",Main
880,TUGU,Asuransi Tugu Pratama Indonesi,28 May 2018,"3,555,575,600",Main
881,TYRE,King Tire Indonesia Tbk.,08 May 2023,"3,478,040,994",Development
882,UANG,Pakuan Tbk.,06 Jul 2020,"1,210,000,000",Development
883,UCID,Uni-Charm Indonesia Tbk.,20 Dec 2019,"4,156,572,300",Main
884,UDNG,Agro Bahari Nusantara Tbk.,31 Oct 2023,"1,750,021,597",Acceleration
885,UFOE,Damai Sejahtera Abadi Tbk.,01 Feb 2021,"2,287,500,000",Development
886,ULTJ,Ultrajaya Milk Industry & Trad,02 Jul 1990,"11,553,528,000",Main
887,UNIC,Unggul Indah Cahaya Tbk.,06 Nov 1989,"383,331,363",Main
888,UNIQ,Ulima Nitra Tbk.,08 Mar 2021,"3,138,983,000",Main
889,UNIT,Nusantara Inti Corpora Tbk,18 Apr 2002,"75,422,200",Watchlist
890,UNSP,Bakrie Sumatera Plantations Tb,06 Mar 1990,"2,500,162,344",Watchlist
891,UNTD,Terang Dunia Internusa Tbk.,07 Feb 2024,"6,666,666,700",Development
892,UNTR,United Tractors Tbk.,19 Sep 1989,"3,730,135,136",Main
893,UNVR,Unilever Indonesia Tbk.,11 Jan 1982,"38,150,000,000",Main
894,URBN,Urban Jakarta Propertindo Tbk.,10 Dec 2018,"3,232,122,640",Development
895,UVCR,Trimegah Karya Pratama Tbk.,27 Jul 2021,"2,000,144,838",Development
896,VAST,Vastland Indonesia Tbk.,08 Feb 2023,"3,055,710,182",Development
897,VICI,Victoria Care Indonesia Tbk.,17 Dec 2020,"6,708,000,000",Main
898,VICO,Victoria Investama Tbk.,08 Jul 2013,"15,217,075,658",Development
899,VINS,Victoria Insurance Tbk.,28 Sep 2015,"1,460,573,616",Development
900,VISI,Satu Visi Putra Tbk.,27 Feb 2024,"3,075,000,000",Development
901,VIVA,Visi Media Asia Tbk.,21 Nov 2011,"16,464,270,400",Watchlist
902,VKTR,VKTR Teknologi Mobilitas Tbk.,19 Jun 2023,"43,750,000,000",Development
903,VOKS,Voksel Electric Tbk.,20 Dec 1990,"4,155,602,595",Development
904,VRNA,Mizuho Leasing Indonesia Tbk.,25 Jun 2008,"5,687,353,997",Development
905,VTNY,Venteny Fortuna International ,15 Dec 2022,"6,265,193,445",Main
906,WAPO,Wahana Pronatural Tbk.,22 Jun 2001,"1,240,923,111",Development
907,WEGE,Wijaya Karya Bangunan Gedung T,30 Nov 2017,"9,572,000,000",Main
908,WEHA,WEHA Transportasi Indonesia Tb,31 May 2007,"1,460,554,819",Development
909,WGSH,Wira Global Solusi Tbk.,06 Dec 2021,"1,042,500,000",Acceleration
910,WICO,Wicaksana Overseas Internation,08 Agt 1994,"2,393,710,348",Watchlist
911,WIDI,Widiant Jaya Krenindo Tbk.,10 Jul 2023,"1,600,031,578",Acceleration
912,WIFI,Solusi Sinergi Digital Tbk.,30 Dec 2020,"2,359,355,118",Development
913,WIIM,Wismilak Inti Makmur Tbk.,18 Dec 2012,"2,099,873,760",Main
914,WIKA,Wijaya Karya (Persero) Tbk.,29 Oct 2007,"39,873,063,858",Development
915,WINE,Hatten Bali Tbk.,10 Jan 2023,"2,710,000,000",Development
916,WINR,Winner Nusantara Jaya Tbk.,25 Apr 2022,"5,235,289,284",Watchlist
917,WINS,Wintermar Offshore Marine Tbk.,29 Nov 2010,"4,364,837,057",Main
918,WIRG,WIR ASIA Tbk.,04 Apr 2022,"11,938,622,394",Development
919,WMPP,Widodo Makmur Perkasa Tbk.,06 Dec 2021,"29,419,000,000",Watchlist
920,WMUU,Widodo Makmur Unggas Tbk.,02 Feb 2021,"12,941,176,500",Watchlist
921,WOMF,Wahana Ottomitra Multiartha Tb,13 Dec 2004,"3,481,481,480",Development
922,WOOD,Integra Indocabinet Tbk.,21 Jun 2017,"6,437,500,000",Main
923,WOWS,Ginting Jaya Energi Tbk.,08 Nov 2019,"2,475,720,000",Watchlist
924,WSBP,Waskita Beton Precast Tbk.,20 Sep 2016,"54,555,721,325",Watchlist
925,WSKT,Waskita Karya (Persero) Tbk.,19 Dec 2012,"28,806,807,016",Watchlist
926,WTON,Wijaya Karya Beton Tbk.,08 Apr 2014,"8,715,466,600",Main
927,YELO,Yelooo Integra Datanet Tbk.,29 Oct 2018,"1,912,774,405",Watchlist
928,YPAS,Yanaprima Hastapersada Tbk,05 Mar 2008,"668,000,089",Watchlist
929,YULE,Yulie Sekuritas Indonesia Tbk.,10 Dec 2004,"1,785,000,000",Development
930,ZATA,Bersama Zatta Jaya Tbk.,10 Nov 2022,"8,496,000,000",Watchlist
931,ZBRA,Dosni Roha Indonesia Tbk.,01 Agt 1991,"2,510,706,263",Development
932,ZINC,Kapuas Prima Coal Tbk.,16 Oct 2017,"25,250,000,000",Watchlist
933,ZONE,Mega Perintis Tbk.,12 Dec 2018,"870,171,478",Development
934,ZYRX,Zyrexindo Mandiri Buana Tbk.,30 Mar 2021,"1,333,334,556",Development
